stage,epoch,phase,loss,acc,lr
StageB.finetune,35,train,0.2108,0.9455,3.960441545911203e-06
StageB.finetune,35,val,0.6255,0.7927,3.960441545911203e-06
StageB.finetune,36,train,0.1791,0.9584,3.705904774487397e-06
StageB.finetune,36,val,0.5682,0.8293,3.705904774487397e-06
StageB.finetune,37,train,0.2009,0.9584,3.454915028125263e-06
StageB.finetune,37,val,0.5698,0.8293,3.454915028125263e-06
StageB.finetune,38,train,0.2034,0.9403,3.2081602522734987e-06
StageB.finetune,38,val,0.603,0.7927,3.2081602522734987e-06
StageB.finetune,39,train,0.2108,0.9351,2.966316784620999e-06
StageB.finetune,39,val,0.5899,0.8049,2.966316784620999e-06
StageB.finetune,40,train,0.2005,0.9377,2.730047501302266e-06
StageB.finetune,40,val,0.5826,0.8293,2.730047501302266e-06
StageB.finetune,41,train,0.1673,0.9714,2.500000000000001e-06
StageB.finetune,41,val,0.5975,0.8293,2.500000000000001e-06
StageB.finetune,42,train,0.1808,0.9481,2.276804824924866e-06
StageB.finetune,42,val,0.5825,0.8293,2.276804824924866e-06
StageB.finetune,43,train,0.1716,0.9636,2.061073738537635e-06
StageB.finetune,43,val,0.5821,0.8293,2.061073738537635e-06
StageB.finetune,44,train,0.1625,0.9636,1.8533980447508138e-06
StageB.finetune,44,val,0.5781,0.8171,1.8533980447508138e-06
StageB.finetune,45,train,0.1841,0.9403,1.6543469682057107e-06
StageB.finetune,45,val,0.5623,0.8293,1.6543469682057107e-06
StageB.finetune,46,train,0.184,0.9584,1.4644660940672628e-06
StageB.finetune,46,val,0.5559,0.7927,1.4644660940672628e-06
StageB.finetune,47,train,0.1763,0.9481,1.2842758726130296e-06
StageB.finetune,47,val,0.5446,0.8293,1.2842758726130296e-06
StageB.finetune,48,train,0.1828,0.961,1.1142701927151456e-06
StageB.finetune,48,val,0.5481,0.8171,1.1142701927151456e-06
StageB.finetune,49,train,0.1353,0.9714,9.549150281252633e-07
StageB.finetune,49,val,0.5737,0.8049,9.549150281252633e-07
StageB.finetune,50,train,0.1662,0.9636,8.066471602728802e-07
StageB.finetune,50,val,0.5608,0.8171,8.066471602728802e-07
StageB.finetune,51,train,0.1538,0.9714,6.698729810778064e-07
StageB.finetune,51,val,0.5861,0.8171,6.698729810778064e-07
StageB.finetune,52,train,0.1639,0.961,5.44967379058161e-07
StageB.finetune,52,val,0.5636,0.8049,5.44967379058161e-07
StageB.finetune,53,train,0.1892,0.9429,4.3227271178699507e-07
StageB.finetune,53,val,0.5594,0.8171,4.3227271178699507e-07
StageB.finetune,54,train,0.146,0.9662,3.3209786751399125e-07
StageB.finetune,54,val,0.5813,0.8171,3.3209786751399125e-07
StageB.finetune,55,train,0.1704,0.974,2.4471741852423233e-07
StageB.finetune,55,val,0.5706,0.8171,2.4471741852423233e-07
StageB.finetune,56,train,0.1455,0.961,1.7037086855465844e-07
StageB.finetune,56,val,0.5839,0.8049,1.7037086855465844e-07
StageB.finetune,57,train,0.1978,0.9325,1.0926199633097156e-07
StageB.finetune,57,val,0.5961,0.8049,1.0926199633097156e-07
StageB.finetune,58,train,0.1927,0.9377,6.15582970243117e-08
StageB.finetune,58,val,0.5671,0.8293,6.15582970243117e-08
StageB.finetune,59,train,0.171,0.9584,2.7390523158632996e-08
StageB.finetune,59,val,0.5541,0.8293,2.7390523158632996e-08
StageB.finetune,60,train,0.1701,0.9558,6.852326227130835e-09
StageB.finetune,60,val,0.5791,0.8293,6.852326227130835e-09
