stage,epoch,phase,loss,acc,lr
StageB.finetune,44,val,0.7076,0.7444,1.8533980447508138e-06
StageB.finetune,45,train,0.2374,0.9764,1.6543469682057107e-06
StageB.finetune,45,val,0.7071,0.7667,1.6543469682057107e-06
StageB.finetune,46,train,0.228,0.9835,1.4644660940672628e-06
StageB.finetune,46,val,0.7039,0.7889,1.4644660940672628e-06
StageB.finetune,47,train,0.228,0.9717,1.2842758726130296e-06
StageB.finetune,47,val,0.7001,0.7556,1.2842758726130296e-06
StageB.finetune,48,train,0.2305,0.9788,1.1142701927151456e-06
StageB.finetune,48,val,0.7043,0.7444,1.1142701927151456e-06
StageB.finetune,49,train,0.2622,0.9528,9.549150281252633e-07
StageB.finetune,49,val,0.7098,0.7667,9.549150281252633e-07
StageB.finetune,50,train,0.261,0.967,8.066471602728802e-07
StageB.finetune,50,val,0.7243,0.7778,8.066471602728802e-07
StageB.finetune,51,train,0.243,0.9599,6.698729810778064e-07
StageB.finetune,51,val,0.7081,0.7667,6.698729810778064e-07
StageB.finetune,52,train,0.2553,0.9528,5.44967379058161e-07
StageB.finetune,52,val,0.706,0.7667,5.44967379058161e-07
StageB.finetune,53,train,0.2529,0.9623,4.3227271178699507e-07
StageB.finetune,53,val,0.7186,0.7444,4.3227271178699507e-07
StageB.finetune,54,train,0.2369,0.9741,3.3209786751399125e-07
StageB.finetune,54,val,0.7315,0.7556,3.3209786751399125e-07
StageB.finetune,55,train,0.2498,0.9528,2.4471741852423233e-07
StageB.finetune,55,val,0.739,0.7556,2.4471741852423233e-07
StageB.finetune,56,train,0.2401,0.9741,1.7037086855465844e-07
StageB.finetune,56,val,0.7008,0.7667,1.7037086855465844e-07
StageB.finetune,57,train,0.2258,0.9811,1.0926199633097156e-07
StageB.finetune,57,val,0.7168,0.7444,1.0926199633097156e-07
StageB.finetune,58,train,0.2711,0.9599,6.15582970243117e-08
StageB.finetune,58,val,0.7266,0.7556,6.15582970243117e-08
StageB.finetune,59,train,0.2421,0.9717,2.7390523158632996e-08
StageB.finetune,59,val,0.7002,0.7667,2.7390523158632996e-08
StageB.finetune,60,train,0.2616,0.9575,6.852326227130835e-09
StageB.finetune,60,val,0.7198,0.7556,6.852326227130835e-09
